SITE;ARTIKEL;ZALOGA
1237;241286;5
1237;605755;8
1237;240158;9
1237;623295;34
1504;638075;33
1504;459171;7
1504;145775;24
1504;510514;12
1504;499260;30
1504;515951;1
1504;625713;12
1504;679181;8
1504;605745;15
1504;605765;18
1504;298979;15
1504;459078;9
1504;625683;5
1504;317502;5
1504;610065;0
1504;652944;0
1504;177262;8
1504;673158;17
1504;518009;6
1504;132653;28
1504;281429;66
1504;487318;0
1504;125932;0
1504;653159;13
1504;610075;0
1504;680699;0
1504;660729;14
1504;520172;17
1504;321416;17
1504;678495;0
1504;448626;10
1504;459192;11
1504;401524;7
1504;118705;7
1504;253270;15
1504;621660;10
1504;686689;1
1504;418342;0
1504;118468;3
1504;240158;7
1504;511397;12
1504;176563;10
1504;650781;0
1504;439908;5
1504;499287;11
1504;468699;12
1504;639603;-3
1504;447336;26
1504;415746;9
1504;652924;0
1504;625708;2
1504;441238;3
1504;625693;18
1504;523792;65
1504;125809;19
1504;511480;20
1504;320123;26
1504;125677;25
1504;668417;0
1504;705539;8
1504;582585;10
1504;672477;14
1504;411219;6
1504;604555;0
1504;623315;64
1504;499269;16
1504;470237;0
1504;642350;4
1504;666629;0
1504;418197;10
1504;625738;16
1504;485779;0
1504;242198;22
1504;669049;9
1504;703289;4
1504;167203;0
1504;527223;8
1504;125205;5
1504;580975;6
1504;511436;40
1504;607005;0
1504;239007;8
1504;411226;13
1504;638085;15
1504;447345;0
1504;283096;3
1504;511471;48
1504;668447;8
1504;98736;33
1504;652954;4
1504;125791;17
1504;340702;14
1504;335485;4
1504;683409;57
1504;652894;4
1504;585277;6
1504;605775;19
1504;478391;35
1504;652934;11
1504;653119;9
1504;478921;18
1504;465559;3
1504;192221;61
1504;462826;13
1504;673128;9
1504;679235;0
1504;192257;21
1504;342784;23
1504;625688;23
1504;673138;10
1504;468672;19
1504;499000;12
1504;678501;0
1504;653129;5
1504;322502;19
1504;468708;8
1504;460022;8
1504;470410;0
1504;240805;4
1504;296251;26
1504;292796;25
1504;449881;17
1504;520163;12
1504;125872;19
1504;668551;-1
1504;465665;8
1504;210057;4
1504;623295;5
1504;238847;12
1504;607115;0
1504;653149;7
1504;422620;11
1504;499305;20
1504;402410;6
1504;470419;25
1504;264345;16
1504;674925;12
1504;705569;30
1504;683305;0
1504;478400;13
1504;219565;0
1504;335918;11
1504;474555;8
1504;625733;8
1504;468717;6
1504;605755;15
1504;705519;2
1504;338516;9
1504;642355;0
1504;192239;28
1504;112993;3
1504;679255;0
1504;625718;15
1504;637251;20
1504;511421;23
1504;560269;17
1504;335927;4
1504;653139;6
1504;470674;133
1504;625678;25
1504;511451;3
1504;499296;11
1504;623305;54
1504;517820;12
1504;253623;37
1504;130295;11
1504;188837;0
1504;340133;2
1504;478935;19
1504;485460;21
1504;208481;11
1504;468793;14
1504;447363;3
1504;342975;15
1504;322538;51
1504;655614;15
1504;524633;12
1504;477162;14
1504;264336;4
1504;703309;0
1504;604545;0
1504;623320;87
1504;516854;7
1504;125881;10
1504;216918;4
1504;321425;6
1504;241286;15
1504;468654;22
1504;468690;12
1504;625698;10
1504;674915;8
1504;668427;2
1504;308093;0
1504;447327;84
1680;623295;70
1680;125932;40
1680;511471;40
1680;468793;4
1680;625688;26
1680;683853;5
1680;447363;10
1680;653119;14
1680;125205;5
1680;340133;4
1680;605755;16
1680;511451;12
1680;402410;6
1680;322538;37
1680;623315;79
1680;401524;13
1680;683863;7
1680;448626;12
1680;447336;1
1680;625718;9
1680;292796;30
1680;98736;126
1680;411219;10
1680;474555;7
1680;470410;0
1680;705519;5
1680;321416;23
1680;605775;26
1680;642355;6
1680;510514;9
1680;418342;0
1680;460022;11
1680;673158;15
1680;518009;11
1680;683305;0
1680;485779;19
1680;679255;0
1680;668447;0
1680;653159;8
1680;283096;2
1680;669049;15
1680;132653;20
1680;242198;10
1680;317502;10
1680;499296;26
1680;683295;6
1680;705539;14
1680;652954;15
1680;447345;0
1680;208481;38
1680;625738;11
1680;470674;112
1680;450098;10
1680;418197;5
1680;511397;23
1680;673138;10
1680;240805;4
1680;478391;2
1680;673128;-5
1680;680699;0
1680;296251;13
1680;652944;9
1680;650781;0
1680;625698;4
1680;499269;14
1680;468699;3
1680;264345;57
1680;653139;11
1680;516854;11
1680;478400;4
1680;499260;48
1680;322502;21
1680;264336;67
1680;582585;6
1680;520172;8
1680;118468;8
1680;668417;16
1680;335485;52
1680;672477;20
1680;703309;0
1680;655614;22
1680;520163;0
1680;686689;0
1680;459171;21
1680;470419;5
1680;340702;13
1680;679235;0
1680;580975;17
1680;668551;20
1680;125791;3
1680;638085;11
1680;418224;9
1680;470237;12
1680;625708;17
1680;192239;50
1680;468654;5
1680;515951;6
1680;625713;7
1680;459078;4
1680;308093;0
1680;660729;39
1680;511436;52
1680;321425;27
1680;167203;0
1680;176563;7
1680;219565;0
1680;703289;1
1680;125809;14
1680;253270;10
1680;468717;-4
1680;125881;2
1680;666629;1
1680;192221;0
1680;678501;0
1680;216918;14
1680;459192;5
1680;623305;134
1680;342975;8
1680;623320;118
1680;499287;6
1680;240158;4
1680;621660;17
1680;468708;9
1680;605745;17
1680;674925;-61
1680;177262;1
1680;192257;17
1680;638075;8
1680;298979;5
1680;625693;26
1680;415746;11
1680;478935;48
1680;524633;23
1680;499305;27
1680;625733;-6
1680;560269;5
1680;468672;8
1680;125872;11
1680;125677;3
1680;342784;16
1680;607005;0
1680;653169;6
1680;239007;17
1680;605765;5
1680;676849;0
1680;652934;9
1680;335927;11
1680;422620;1
1680;668427;0
1680;610075;0
1680;511421;146
1680;238847;15
1680;210057;13
1680;653129;-3
1680;449881;27
1680;678495;0
1680;679181;9
1680;610065;0
1680;335918;15
1680;253623;76
1680;517820;9
1680;625678;4
1680;465665;11
1680;145775;14
1680;604555;12
1680;607115;28
1680;523792;10
1680;118705;11
1680;338516;0
1680;130295;27
1680;485460;33
1680;468690;11
1680;527223;18
1680;478921;29
1680;441238;16
1680;625683;16
1680;263411;16
1680;637251;15
1680;683409;0
1680;653149;7
1680;487318;0
1680;639603;0
1680;447327;29
1680;241286;7
1680;112993;15
1680;462826;9
1680;652894;15
1680;499000;13
1680;465559;4
1680;705569;0
1680;320123;18
1680;477162;9
1680;188837;0
1680;674915;-59
1680;652924;16
1680;511480;14
1680;281429;51
1680;439908;8
1680;604545;9
1822;652934;1
1822;499260;12
1822;145775;16
1822;623305;18
1822;459078;18
1822;703289;6
1822;511480;29
1822;638085;4
1822;447327;20
1822;499000;24
1822;320123;25
1822;415746;12
1822;470410;7
1822;125809;12
1822;668551;9
1822;653139;9
1822;653149;6
1822;668417;0
1822;705569;9
1822;130295;100
1822;264345;114
1822;610075;0
1822;625678;9
1822;660729;0
1822;683409;0
1822;441238;4
1822;192257;19
1822;188837;0
1822;98736;83
1822;653169;4
1822;238847;10
1822;683305;1
1822;335927;10
1822;459192;9
1822;705519;12
1822;607005;0
1822;167203;9
1822;499305;17
1822;520163;8
1822;652924;11
1822;298979;37
1822;672477;10
1822;241286;3
1822;585277;61
1822;478400;45
1822;485460;14
1822;465559;5
1822;655614;5
1822;192221;34
1822;468793;13
1822;485779;12
1822;125205;14
1822;625693;-6
1822;673128;7
1822;447336;10
1822;468690;17
1822;487318;0
1822;642355;0
1822;582585;4
1822;468708;15
1822;703309;1
1822;669049;9
1822;418342;0
1822;580975;11
1822;125872;20
1822;478935;14
1822;281429;34
1822;321416;17
1822;263411;3
1822;520172;16
1822;125881;13
1822;176563;0
1822;322502;5
1822;411226;63
1822;653119;14
1822;460022;7
1822;653159;14
1822;132653;20
1822;639603;0
1822;335485;5
1822;242198;40
1822;499287;6
1822;468654;14
1822;253270;10
1822;253623;48
1822;470237;34
1822;447363;8
1822;499296;17
1822;650781;0
1822;527223;16
1822;511421;69
1822;515951;23
1822;686689;0
1822;674925;0
1822;625688;2
1822;638075;12
1822;625733;6
1822;625708;10
1822;623295;37
1822;125677;10
1822;264336;86
1822;177262;9
1822;680699;11
1822;705539;13
1822;447345;12
1822;459171;8
1822;511451;17
1822;510514;7
1822;340133;27
1822;450098;4
1822;605765;0
1822;462826;28
1822;439908;8
1822;335918;10
1822;401524;11
1822;524633;20
1822;468699;17
1822;448626;11
1822;219565;0
1822;240158;13
1822;516854;22
1822;623320;45
1822;679255;0
1822;652944;11
1822;676849;0
1822;125932;12
1822;625713;3
1822;625683;3
1822;653129;13
1822;468672;14
1822;239007;29
1822;610065;1
1822;625718;10
1822;470419;13
1822;474555;8
1822;418197;8
1822;240805;8
1822;418224;4
1822;511397;14
1822;679181;5
1822;674915;0
1822;449881;24
1822;321425;15
1822;625698;7
1822;478391;8
1822;511471;93
1822;668427;0
1822;511436;35
1822;477162;3
1822;112993;11
1822;470674;41
1822;607115;0
1822;296251;335
1822;499269;15
1822;283096;7
1822;637251;35
1822;468717;13
1822;308093;0
1822;625738;6
1822;623315;28
1822;605745;19
1822;125791;12
1822;192239;29
1822;523792;6
1822;208481;10
1162;520172;6
1162;264345;39
1162;449881;31
1162;524633;32
1162;470237;10
1162;518009;5
1162;112993;11
1162;580975;17
1162;625733;1
1162;623320;45
1162;238847;10
1162;703289;4
1162;192221;19
1162;125205;16
1162;652954;2
1162;145775;9
1162;465559;6
1162;477162;9
1162;638085;10
1162;281429;29
1162;447336;6
1162;132653;5
1162;441238;13
1162;679181;7
1162;625688;24
1162;511421;61
1162;510514;4
1162;241286;8
1162;264336;29
1162;125677;14
1162;125809;9
1162;605775;12
1162;642350;0
1162;674925;12
1162;674915;0
1162;517820;6
1162;605755;11
1162;672477;10
1162;240158;12
1162;655614;13
1162;604545;7
1162;610075;0
1162;499269;9
1162;177262;5
1162;470419;7
1162;460022;9
1162;703309;4
1162;239007;13
1162;652934;8
1162;604555;0
1162;527223;22
1162;125791;2
1162;219565;0
1162;478935;17
1162;340702;7
1162;240805;3
1162;625698;5
1162;418224;17
1162;499287;19
1162;582585;5
1162;253623;27
1162;335927;7
1162;125872;8
1162;335485;31
1162;298979;79
1162;470674;59
1162;210057;16
1162;585277;9
1162;705569;2
1162;639603;0
1162;516854;33
1162;478400;15
1162;653129;11
1162;621660;3
1162;320123;11
1162;638075;0
1162;515951;21
1162;208481;22
1162;253270;4
1162;468654;6
1162;683305;4
1162;487318;0
1162;283096;5
1162;321425;12
1162;625708;9
1162;610065;6
1162;625713;4
1162;342784;2
1162;605745;7
1162;668427;8
1162;130295;4
1162;478391;18
1162;118705;3
1162;188837;0
1162;468717;12
1162;499000;27
1162;439908;4
1162;676849;0
1162;653149;6
1162;686689;0
1162;523792;22
1162;125881;0
1162;402410;10
1162;167203;9
1162;342975;7
1162;673158;0
1162;623305;47
1162;499305;3
1162;660729;10
1162;415746;13
1162;468672;6
1162;652944;8
1162;499260;17
1162;321416;21
1162;683863;4
1162;335918;1
1162;468690;8
1162;511471;62
1162;705519;14
1162;652924;3
1162;668417;14
1162;625693;25
1162;459192;0
1162;653169;7
1162;683409;0
1162;308093;0
1162;468708;10
1162;623295;34
1162;450098;8
1162;468793;4
1162;474555;5
1162;520163;4
1162;625683;0
1162;679255;0
1162;176563;5
1162;623315;48
1162;679235;0
1162;125932;0
1162;447345;9
1162;118468;8
1162;401524;4
1162;242198;26
1162;422620;0
1162;653139;6
1162;418342;0
1162;650781;0
1162;322538;32
1162;411226;39
1162;642355;0
1162;511451;17
1162;605765;25
1162;683295;15
1162;625738;15
1162;411219;6
1162;447327;22
1162;511436;70
1162;468699;11
1162;448626;15
1162;192239;26
1162;669049;10
1162;418197;21
1162;637251;38
1162;459078;26
1162;680699;7
1162;322502;10
1162;625718;5
1162;683853;6
1162;705539;7
1162;511397;31
1162;478921;11
1162;340133;21
1162;459171;11
1162;470410;7
1162;462826;27
1162;653159;6
1162;499296;9
1162;465665;3
1162;653119;6
1162;511480;42
1162;652894;4
1162;625678;9
1162;296251;7
1162;98736;56
1162;673128;4
1295;470410;0
1295;98736;133
1295;422620;7
1295;470419;26
1295;468793;15
1295;125205;15
1295;625718;4
1295;642350;7
1295;470674;46
1295;679235;0
1295;468672;2
1295;320123;14
1295;653129;8
1295;125677;10
1295;499305;27
1295;177262;5
1295;441238;0
1295;459192;9
1295;703289;2
1295;655614;16
1295;605775;10
1295;477162;5
1295;499260;28
1295;582585;18
1295;208481;11
1295;560269;6
1295;210057;14
1295;253270;10
1295;625738;5
1295;625708;0
1295;264345;78
1295;468690;10
1295;625678;1
1295;308093;0
1295;342975;11
1295;468708;15
1295;112993;13
1295;679181;6
1295;418224;0
1295;639603;0
1295;459171;11
1295;673128;0
1295;459078;6
1295;468717;9
1295;650781;0
1295;462826;15
1295;240805;11
1295;625693;7
1794;322538;22
1794;418197;33
1794;192239;37
1794;459192;12
1794;340133;24
1794;683409;0
1794;625678;7
1794;511471;196
1794;510514;15
1794;668417;27
1794;118705;4
1794;585277;3
1794;240805;9
1794;296251;117
1794;401524;10
1794;511451;23
1794;320123;4
1794;683295;3
1794;669049;23
1794;468690;4
1794;623295;48
1794;281429;43
1794;650781;0
1794;468708;8
1794;283096;10
1794;241286;9
1794;499305;71
1794;253623;67
1794;125932;41
1794;470237;13
1794;335927;22
1794;703289;7
3058;499305;6
3058;523792;12
3058;623295;12
3058;98736;0
3058;320123;3
3058;264336;13
3058;623320;-1
3058;321416;12
3058;468690;3
3058;520172;2
3058;125205;3
3058;683863;0
3058;470237;0
3058;610075;1
3058;625683;7
3058;683305;0
3058;192221;13
3058;242198;7
3058;625708;4
3058;516854;9
3058;478391;1
3058;239007;4
3058;468793;0
3058;637251;15
3058;292796;12
3058;192257;0
3058;322502;0
3058;253270;4
3058;125872;3
3058;669049;16
3058;238847;0
3058;653149;0
3058;652894;1
3058;459171;7
3058;560269;8
3058;674925;0
3058;342784;3
3058;298979;2
3058;418342;0
3058;132653;9
3058;511397;0
3058;449881;8
3058;219565;0
3058;605775;11
3058;625693;12
3058;527223;3
3058;668427;11
3058;283096;4
3058;468654;10
3058;130295;15
3058;478921;13
3058;335485;13
3058;335918;8
3058;511436;0
3058;673128;5
3058;321425;2
3058;625698;7
3058;511480;13
3058;308093;0
3058;511421;0
3058;499287;2
3058;240158;3
3058;638075;10
3058;518009;0
3058;439908;2
3058;510514;7
3058;625713;5
3058;652954;0
3058;623305;12
3058;470674;29
3058;499260;11
3058;607115;0
3058;125791;0
3058;653119;2
3058;474555;0
3058;638085;6
3058;125809;3
3058;499000;0
3058;322538;3
3058;625688;9
3058;653129;5
3058;241286;2
3058;610065;2
3058;188837;0
3058;652934;6
3058;411226;11
3058;625738;7
3058;607005;0
3058;145775;13
3058;468699;9
3058;460022;0
3058;447336;14
3058;625718;18
3058;683853;0
3058;470419;9
3058;625678;4
3058;499296;7
3058;679181;3
3058;511451;5
3058;459192;11
3058;653159;8
3058;447345;0
3058;240805;0
3058;625733;8
3058;462826;15
3058;511471;32
3058;401524;8
3058;668417;5
3058;447363;0
3058;477162;6
3058;652924;6
3058;582585;0
3058;705519;11
3058;441238;5
3058;418197;8
3058;676849;0
3058;499269;9
3058;415746;7
3058;642355;0
3058;705539;1
3058;253623;10
3058;674915;0
3058;621660;0
3058;468708;12
3058;177262;3
3058;448626;4
3058;112993;0
3058;639603;0
3058;485460;7
3058;281429;19
3058;296251;11
3058;524633;6
3058;653139;7
3058;468717;8
3058;340702;2
3058;478400;8
3058;459078;6
3058;208481;4
3058;125677;6
3058;192239;13
3058;515951;4
3058;666629;0
3058;679255;0
3058;672477;0
3058;686689;0
3058;447327;12
3058;264345;43
3058;585277;0
3058;118705;6
3058;623315;8
3058;340133;8
3058;465559;0
3058;683295;19
3058;125932;10
3058;679235;0
3058;210057;7
1507;238847;13
1507;478391;25
1507;582585;10
1507;401524;11
1507;322538;13
1507;340133;0
1507;686689;0
1507;515951;11
1507;678501;7
1507;145775;11
1507;448626;10
1507;510514;2
1507;321416;13
1507;499260;32
1507;683305;0
1507;653169;15
1507;705539;0
1507;418224;0
1507;605775;19
1507;468699;5
1507;499000;28
1507;653129;17
1507;462826;44
1507;459192;16
1507;98736;64
1507;625698;11
1507;468793;7
1507;253623;69
1507;511421;86
1507;242198;76
1507;668427;12
1507;607115;0
1507;459171;13
1507;264345;78
1507;322502;30
1507;625683;15
1507;523792;28
1507;625738;15
1507;118468;13
1507;177262;9
1507;118705;6
1507;652944;4
1507;642355;0
1507;527223;11
1507;516854;9
1507;610065;0
1507;674925;3
1507;652924;5
1507;560269;17
1507;465559;9
1507;625693;6
1507;660729;0
1507;465665;8
1507;335918;39
1507;253270;7
1507;441238;27
1507;459078;14
1507;281429;27
1507;468654;15
1507;524633;22
1507;320123;38
1507;342784;17
1507;418342;0
1507;130295;19
1507;240805;8
1507;668447;10
1507;705519;4
1507;208481;53
1507;447336;32
1507;666629;6
1507;674915;0
1507;683295;8
1507;668417;3
1507;625678;6
1507;132653;28
1507;669049;7
1507;703289;0
1507;653159;0
1507;468717;13
1507;468672;9
1507;520163;8
1507;639603;0
1507;188837;0
1507;340702;5
1507;176563;0
1507;192221;46
1507;449881;25
1507;470419;33
1507;402410;16
1507;335485;23
1507;705569;0
1507;607005;0
1507;418197;6
1507;468708;4
1507;216918;10
1507;447345;8
1507;240158;9
1507;499269;5
1507;478400;13
1507;112993;3
1507;623305;114
1507;511471;40
1507;623320;135
1507;485779;4
1507;678495;15
1507;241286;5
1507;673128;6
1507;125881;12
1507;676849;0
1507;623315;72
1507;477162;12
1507;638085;13
1507;167203;3
1507;679181;13
1507;308093;0
1507;264336;49
1507;338516;10
1507;511436;56
1507;125932;42
1507;125809;4
1507;468690;6
1507;625733;15
1507;499305;23
1507;511480;19
1507;653119;11
1507;219565;0
1507;415746;8
1507;125872;4
1507;411219;12
1507;283096;0
1507;511397;61
1507;296251;17
1507;511451;3
1507;460022;9
1507;192257;17
1507;439908;1
1507;474555;6
1507;447327;33
1507;239007;14
1507;520172;19
1507;125791;11
1507;298979;-1
1507;342975;8
1507;335927;3
1507;499287;2
1507;517820;19
1507;625713;11
1507;499296;1
1507;210057;31
1507;478921;19
1507;470674;69
1507;485460;15
1507;625708;9
1507;625688;6
1507;125677;14
1507;610075;0
1507;317502;16
1507;192239;16
1507;125205;8
1507;637251;117
1507;625718;5
1507;652934;11
1507;623295;79
1507;470237;45
1507;703309;0
1507;638075;21
1507;411226;33
1507;655614;13
1507;653139;4
1507;518009;10
1507;321425;10
1539;478400;17
1539;652954;9
1539;465665;6
1539;511397;46
1539;638085;20
1539;653129;4
1539;125872;7
1539;676849;0
1539;474555;6
1539;605745;10
1539;623320;37
1539;605755;5
1539;478935;30
1539;673138;0
1539;638075;24
1539;499269;18
1539;335485;35
1539;524633;14
1539;517820;11
1539;679255;0
1539;320123;16
1539;340133;10
1539;653169;10
1539;192239;28
1539;468717;7
1539;705569;9
1539;623305;101
1539;145775;12
1539;447363;4
1539;520163;7
1539;625708;12
1539;515951;5
1539;527223;13
1539;447327;32
1539;439908;8
1539;292796;0
1539;516854;18
1539;240158;13
1539;98736;35
1539;125881;7
1539;132653;18
1539;605775;0
1539;298979;22
1539;335927;14
1539;625733;5
1539;418197;22
1539;468654;13
1539;637251;22
1539;240805;7
1539;241286;6
1539;210057;6
1539;686689;0
1539;219565;0
1539;585277;4
1539;177262;4
1539;625678;3
1539;653159;3
1539;625698;11
1539;470237;0
1539;447345;0
1539;422620;3
1539;580975;11
1539;176563;5
1539;520172;10
1539;322502;17
1539;468699;10
1539;470674;49
1539;487318;0
1539;321425;23
1539;625738;54
1539;125791;9
1539;666629;6
1539;653149;7
1539;650781;0
1539;625718;8
1539;321416;18
1539;485779;0
1539;112993;8
1539;415746;6
1539;511451;16
1539;402410;12
1539;582585;5
1539;623295;53
1539;660729;9
1539;499296;23
1539;188837;0
1539;296251;211
1539;478921;22
1539;625713;8
1539;625693;9
1539;683409;0
1539;470410;0
1539;655614;14
1539;401524;12
1539;418342;0
1539;167203;5
1539;460022;6
1539;335918;14
1539;625683;10
1539;683305;0
1539;459078;6
1539;625688;9
1539;610065;2
1539;499260;19
1539;125677;4
1539;449881;16
1539;253270;8
1539;499000;32
1539;192257;-2
1539;478391;17
1539;118705;0
1539;705539;8
1539;652934;4
1539;283096;5
1539;653119;8
1539;441238;14
1539;668427;9
1539;216918;2
1539;523792;12
1539;418224;15
1539;673128;4
1539;342784;0
1539;642350;11
1539;459192;23
1539;242198;11
1539;308093;0
1539;610075;0
1539;674915;33
1539;485460;11
1539;340702;14
1539;703309;5
1539;253623;7
1539;705519;63
1539;679181;0
1539;653139;5
1539;468690;5
1539;703289;4
1539;511480;12
1539;125932;4
1539;448626;8
1539;639603;2
1539;239007;17
1539;674925;29
1539;679235;0
1539;470419;29
1539;208481;25
1539;499305;20
1539;623315;18
1539;511436;37
1539;477162;4
1539;499287;10
1539;668551;12
1539;683853;0
1539;518009;8
1539;680699;5
1539;125809;15
1539;468672;7
1539;264345;43
1539;238847;12
1539;683295;0
1539;322538;28
1539;511471;24
1539;192221;44
1539;468793;8
1539;462826;5
1539;683863;0
1539;459171;16
1539;672477;20
1539;281429;31
1539;511421;54
1539;342975;10
1539;669049;0
1539;130295;13
1539;468708;7
1539;668417;13
1539;264336;36
1539;447336;22
1539;510514;0
1539;465559;4
1539;125205;11
2384;338516;22
2384;462826;29
2384;499305;16
2384;219565;0
2384;653159;17
2384;240805;13
2384;621660;23
2384;683409;1
2384;668427;0
2384;125677;10
2384;411219;3
2384;652954;28
2384;607115;0
2384;679255;0
2384;623305;24
2384;625733;34
2384;674915;67
2384;638085;6
2384;511436;57
2384;415746;4
2384;524633;15
2384;676849;0
2384;130295;37
2384;478391;7
2384;499260;31
2384;447327;23
2384;625713;11
2384;523792;28
2384;705569;0
2384;499269;24
2384;465665;20
2384;470419;9
2384;342784;6
2384;511421;82
2384;510514;16
2384;264345;54
2384;422620;4
2384;216918;24
2384;652924;3
2384;660729;25
2384;683863;0
2384;296251;26
2384;652934;0
2384;653119;7
2384;402410;12
2384;321425;26
2384;673128;-2
2384;470237;19
2384;465559;6
2384;253623;25
2384;623320;72
2384;511471;108
2384;499287;24
2384;335927;0
2384;335485;53
2384;607005;0
2384;683295;0
2384;585277;13
2384;176563;6
2384;499296;31
2384;125809;8
2384;448626;9
2384;450098;5
2384;474555;12
2384;623295;63
2384;192239;108
2384;459192;30
2384;253270;8
2384;605765;24
2384;468699;7
2384;511480;26
2384;655614;9
2384;666629;1
2384;125881;7
2384;322538;18
2384;605745;33
2384;668417;0
2384;449881;76
2384;673158;15
2384;668447;0
2384;342975;12
2384;637251;61
2384;705519;5
2384;511397;85
2384;478921;-4
2384;118705;0
2384;264336;162
2384;468654;11
2384;208481;34
2384;625718;10
2384;239007;31
2384;625683;15
2384;515951;5
2384;459078;1
2384;604555;12
2384;653169;28
2384;678501;0
2384;317502;25
2384;652894;27
2384;703309;9
2384;439908;4
2384;321416;48
2384;298979;55
2384;669049;21
2384;459171;15
2384;240158;8
2384;653149;15
2384;192257;13
2384;625678;1
2384;517820;5
2384;485779;1
2384;625693;10
2384;167203;1
2384;679235;0
2384;210057;26
2384;478935;25
2384;340702;16
2384;705539;1
2384;468717;20
2384;642350;12
2384;683305;4
2384;527223;33
2384;653139;25
2384;653129;22
2384;177262;7
2384;460022;1
2384;683853;0
2384;308093;27
2384;188837;0
2384;242198;30
2384;625738;20
2384;283096;0
2384;335918;6
2384;638075;36
2384;672477;28
2384;98736;119
2384;625708;1
2384;470674;46
2384;680699;0
2384;112993;6
2384;520172;25
2384;625688;12
2384;320123;0
2384;485460;21
2384;477162;13
2384;623315;58
2384;604545;0
2384;518009;31
2384;516854;-7
2384;678495;0
2384;605775;8
2384;125872;15
2384;447363;0
2384;468690;18
2384;125791;9
2384;441238;72
2384;520163;20
2384;418224;13
2384;125205;8
2384;679181;19
2384;292796;0
2384;447336;24
2384;401524;52
2384;468708;-5
2384;468793;9
2384;582585;23
2384;478400;40
2384;470410;2
2384;132653;33
2384;418197;27
2384;650781;1
2384;499000;18
2384;125932;42
2384;625698;2
2384;145775;9
2384;411226;46
2384;674925;75
2384;560269;2
2384;605755;47
2384;447345;5
2384;118468;3
2384;580975;0
2384;639603;0
2384;487318;0
2384;340133;10
2384;511451;14
2384;652944;24
2384;418342;0
2384;192221;13
2384;703289;14
2384;238847;13
2384;468672;35
2384;281429;27
2384;241286;17
2384;263411;2
2384;322502;21
2384;686689;0
1531;298979;21
1531;625688;21
1531;132653;18
1531;263411;17
1531;517820;6
1531;322538;20
1531;642355;0
1531;499305;36
1531;125677;10
1531;241286;6
1531;253270;5
1531;208481;10
1531;705519;12
1531;674925;10
1531;668427;3
1531;210057;13
1531;515951;19
1531;485779;0
1531;192257;29
1531;125205;16
1531;468672;9
1531;125881;12
1531;283096;4
1531;705539;9
1531;650781;0
1531;418197;18
1531;485460;13
1531;680699;16
1531;188837;0
1531;607005;5
1531;510514;0
1531;499260;32
1531;683305;0
1531;462826;12
1531;321425;10
1531;447363;3
1531;418224;3
1531;415746;12
1531;652944;6
1531;660729;0
1531;470674;48
1531;653129;3
1531;638085;16
1531;623320;61
1531;683863;6
1531;623305;35
1531;625713;8
1531;242198;3
1531;470237;22
1531;219565;0
1531;623315;58
1531;321416;35
1531;653159;18
1531;292796;12
1531;516854;10
1531;625698;6
1531;625683;7
1531;652954;4
1531;439908;7
1531;335485;0
1531;296251;25
1531;610075;0
1531;468699;14
1531;499296;28
1531;468717;6
1531;468654;11
1531;418342;0
1531;470410;0
1531;478400;10
1531;470419;7
1531;478921;13
1531;487318;0
1531;638075;19
1531;678501;0
1531;477162;8
1531;447336;7
1531;679181;2
1531;674915;14
1531;639603;-1
1531;523792;12
1531;625708;6
1531;192239;40
1531;264345;91
1531;474555;7
1531;582585;15
1531;145775;12
1531;605765;24
1531;335918;5
1531;240805;4
1531;653139;6
1531;607115;0
1531;499287;13
1531;317502;4
1531;320123;14
1531;652934;9
1531;653169;2
1531;253623;49
1531;653119;19
1531;642350;0
1531;478935;16
1531;499000;22
1531;683409;0
1531;239007;14
1531;98736;77
1531;447327;17
1531;459192;2
1531;468690;6
1531;177262;2
1531;468708;12
1531;524633;8
1531;441238;8
1531;605775;16
1531;465665;6
1531;448626;5
1531;653149;13
1531;511451;7
1531;605755;9
1531;679235;0
1531;703309;0
1531;125872;11
1531;264336;73
1531;637251;38
1531;449881;32
1531;460022;0
1531;112993;18
1276;253623;28
1276;487318;0
1276;686689;0
1276;674925;5
1276;470410;10
1276;639603;13
1276;112993;6
1276;653159;12
1276;118705;12
1276;125205;12
1276;125677;10
1276;342975;9
1276;637251;120
1276;448626;9
1276;623295;56
1276;518009;12
1276;668417;6
1276;240805;3
1276;177262;8
1276;125809;14
1276;239007;21
1276;703289;4
1276;485460;17
1276;653139;12
1276;605755;23
1276;668551;16
1276;625718;26
1276;653149;14
1276;298979;18
1276;666629;6
1276;527223;55
1276;468793;9
1276;511421;74
1276;605765;24
1276;485779;12
1276;607005;0
1353;439908;11
1353;447363;0
1353;238847;10
1353;680699;11
1353;520163;8
1353;342784;10
1353;604545;0
1353;118705;6
1353;470237;13
1353;241286;3
1353;468654;12
1353;465559;7
1353;683305;4
1353;660729;21
1353;686689;0
1353;623320;124
1353;460022;7
1353;653169;9
1353;705519;3
1353;683295;7
1353;298979;28
1353;321416;13
1353;653119;12
1353;335918;1
1353;625708;14
1353;683863;6
1353;322538;5
1353;642355;0
1353;462826;17
1353;655614;7
1353;112993;7
1353;679181;9
1353;468690;4
1353;518009;0
1353;468793;12
1353;668447;10
1353;674915;29
1353;125205;10
1353;604555;6
1353;499296;12
1353;477162;3
1353;560269;5
1353;623295;143
1353;253623;48
1353;322502;15
1353;308093;0
1353;653129;7
1353;219565;0
1353;652934;8
1353;668427;7
1353;653139;3
1353;401524;7
1353;625693;3
1353;449881;19
